id,title,address,price,surface,rooms,property_type,latitude,longitude,description,features,source,url,scraped_at,property_type_extracted,qualitative_features
1571,Wow! You'll love this amazing Studio home in Studio City,Studio City,1865.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-wow-youll-love-this/7869578972.html,2025-08-09,studio,['unknown']
1572,A RARE GUEST HOUSE—LIKE SECLUDED STUDIO/SINGLE + WASHER\DRYER IN UNIT,West Hollywood / Hollywood,2000.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-rare-guest-houselike/7865144963.html,2025-08-09,studio,['unknown']
1573,"☁ STUDIO  in Sherman Oaks, Fireplace, Central Air/Heating, Pool ☁",South of Ventura Boulevard,1950.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-studio-in-sherman-oaks/7870148068.html,2025-08-09,studio,['unknown']
1574,"♨ Wood Flooring, Quartz Counters, Studio in Beautiful in Brentwood ♨",Brentwood/Los Angeles,2395.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/los-angeles-wood-flooring-quartz/7870340256.html,2025-08-09,studio,['unknown']
1575,"Studio in Beverly Grove w/ Wood Inspired Floors, Rooftop Sundeck",Next to Beverly Hills,1820.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/los-angeles-studio-in-beverly-grove/7870055314.html,2025-08-09,studio,['unknown']
1576,"Fabulous Studio with Tennis, Theater Room, and MORE Amenities!",Sherman Oaks,2210.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-fabulous-studio-with/7872424658.html,2025-08-09,studio,['unknown']
1577,Studio in Burton Way -Granite Counters -Wood Inspired Floors -A/C,Next to Beverly Hills,1820.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/los-angeles-studio-in-burton-way/7871588680.html,2025-08-09,studio,['unknown']
1578,"Studio/1B, Located in Palmdale, Fitness Center",antelope valley,1599.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/ant/apa/d/palmdale-studio-1b-located-in-palmdale/7864908319.html,2025-08-09,studio,['unknown']
1579,"Bright Studio, HdWds, Full kitchen, Great Bldg/Area, Must See",Larchmont area,1595.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-studio-hdwds-full/7872417382.html,2025-08-09,studio,['bright']
1580,Brand New Studio in K-Town * W/D In Unit * Balcony * SS Appliances,Close to DTLA + Koreatown,1745.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-brand-new-studio-in-town-d/7868515877.html,2025-08-09,studio,['unknown']
1581,"Gorgeous Studio Unit, Great Bldg/Area, Orig Floors, Tons of Charm!",Larchmont area,1595.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-gorgeous-studio-unit-great/7872417752.html,2025-08-09,studio,['unknown']
1582,Where every detail counts: Dive into our Studio 320 Sq Ft.,Covina,1822.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sgv/apa/d/covina-where-every-detail-counts-dive/7871347309.html,2025-08-09,studio,['unknown']
1583,"Studio 1/BA, EV Charging Stations, Fitness Center","7045 Lanewood Ave, Hollywood, CA",2153.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-ba-ev-charging/7872421560.html,2025-08-09,studio,['unknown']
1584,"Studio 1/ba, Pantry, In Los Angeles","909 W. Temple St., Los Angeles, CA",1999.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-ba-pantry-in-los/7872420626.html,2025-08-09,studio,['unknown']
1585,Just what you're looking for! Studio  Come and see!,Studio City,1596.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/valley-village-just-what-youre-looking/7870135537.html,2025-08-09,studio,['unknown']
1586,"Studio With Loft in Westside/West L.A * Close to UCLA, LMU and SMC",OPEN HOUSE DAILY 10-5 | West Los Angeles,2395.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/los-angeles-studio-with-loft-in/7869494192.html,2025-08-09,studio,['unknown']
1587,Modern Studio in NoHo + Polished Concrete Floors + 4 Weeks Off + Gym,North Hollywood,2295.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/toluca-lake-modern-studio-in-noho/7870125428.html,2025-08-09,studio,['unknown']
1588,Casa Bonita Apts... Newly Remodeled Gorgeous Studio..Hardwood Floors!,Melrose Hill,1450.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-casa-bonita-apts-newly/7866554036.html,2025-08-09,studio,['unknown']
1589,NO SECURITY DEPOSIT-1 MONTH FREE NEWLY RENOVATED STUDIO-7,LOS ANGELES,1149.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-no-security-deposit-month/7871350025.html,2025-08-09,studio,['unknown']
1590,Modern Studio in the Heart of Studio City ^ Schedule Your Tour!,Studio City / Close to Universal City,1750.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-modern-studio-in-the/7867556776.html,2025-08-09,studio,['unknown']
1591,"Be at the center of it all: Studio , 610 Sq Ft.",Long Beach,2198.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/long-beach-be-at-the-center-of-it-all/7871880311.html,2025-08-09,studio,['unknown']
1592,"Bright Studio, HdWds, No Shared Walls, Great Bldg/Area, Must See!",Larchmont area,1375.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-studio-hdwds-no/7872418262.html,2025-08-09,studio,['bright']
1593,Delightful 1 bed / 1 bath in Studio City. 540 Sq Ft. Great value!,Studio City - North Hollywood,2200.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-delightful-bed-bath-in/7871709640.html,2025-08-09,studio,['unknown']
1594,You will love this Studio. A Higher Quality of Living!,Studio City - North Hollywood,1812.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-you-will-love-this/7871709449.html,2025-08-09,studio,['unknown']
1595,Bright Top-Floor Studio in Koreatown – All Utilities Included!,westside-southbay-310,1475.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/los-angeles-bright-top-floor-studio-in/7872417166.html,2025-08-09,studio,['bright']
1596,Stylish Studio with Access to Downtown Scene,Pomona,2150.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sgv/apa/d/pomona-stylish-studio-with-access-to/7872407130.html,2025-08-09,studio,['unknown']
1597,Design Centric Large Studio in Pasadena + In Unit Washer and Dryer,Pasadena,2200.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sgv/apa/d/pasadena-design-centric-large-studio-in/7872410795.html,2025-08-09,studio,['unknown']
1598,Species studio apartment with walk-in closet,westside-southbay-310,1700.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/huntington-park-species-studio/7872416689.html,2025-08-09,studio,['unknown']
1599,Very Nice Large Single Apt on Moorpark St,Studio City,1750.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/studio-city-very-nice-large-single-apt/7866275898.html,2025-08-09,unknown,['unknown']
1600,Furnished Guest Studio in Gated Community Utilities included,Chatsworth,1695.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/canoga-park-furnished-guest-studio-in/7871084698.html,2025-08-09,studio,['furnished']
1601,Studio @ Panorama City + Carpeting + SPECIALS + Wood Style Floors,Panorama City,1495.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/panorama-city-studio-panorama-city/7869645278.html,2025-08-09,studio,['unknown']
1602,✿ SS Appliances | Recently Renovated 1 Bedroom in Studio City ✿,Studio City / Near Universal City,2495.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/studio-city-ss-appliances-recently/7871443760.html,2025-08-09,studio,['unknown']
1603,Studio in Van Nuys + Remodeled + A/C + 1 Month Free + SS Appliances,Van Nuys/Lake Balboa ADJ,1725.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/van-nuys-studio-in-van-nuys-remodeled-c/7870307467.html,2025-08-09,studio,['unknown']
1604,Resort-Style Lounge * Brand New Studio in Warner Center * Gym!,Warner Center,1843.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/canoga-park-resort-style-lounge-brand/7870282281.html,2025-08-09,studio,['unknown']
1605,"Assigned Parking, Soothing Spa, Studio",Highland Park,1989.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-assigned-parking-soothing/7871712544.html,2025-08-09,studio,['unknown']
1606,We fit your lifestyle! Studio!,Long Beach,1649.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lgb/apa/d/long-beach-we-fit-your-lifestyle-studio/7871839493.html,2025-08-09,studio,['unknown']
1607,STUDIO in Beautiful Sherman Oaks - Sparkling Pool - Fitness Center,South of Ventura Boulevard,1950.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-studio-in-beautiful/7872404703.html,2025-08-09,studio,['unknown']
1608,++ Studio in Brentwood ^ Vinyl Plank  Floors ^  Refrigerator ^ Gym ++,Brentwood/Los Angeles,2395.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/los-angeles-studio-in-brentwood-vinyl/7872404635.html,2025-08-09,studio,['unknown']
1609,Brand New Studio in K-Town/Near DTLA ^ SS Appliances ^ W/D in Unit,Close to DTLA + Koreatown,1745.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-brand-new-studio-in-town/7872404384.html,2025-08-09,studio,['unknown']
1610,"Basketball Court, 24-Hour Doorman, Studio","909 W. Temple St., Los Angeles, CA",1999.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-basketball-court-24-hour/7872404210.html,2025-08-09,studio,['unknown']
1611,STUDIO FOR RENT $1600.00,SILVERLAKE & HOLLYWOOD,1600.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-for-rent/7872402936.html,2025-08-09,studio,['unknown']
1612,"2,400 Square Foot Fitness Center, Dry Cleaners, Yoga Studio","255 S. Grand Avenue, Los Angeles, CA",1987.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-2400-square-foot-fitness/7872402451.html,2025-08-09,studio,['unknown']
1613,SS Appliances ~ W/D ~ Studio in Modern Community in NoHo Arts District,North Hollywood,2295.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/toluca-lake-ss-appliances-d-studio-in/7872401860.html,2025-08-09,studio,['unknown']
1614,Studio apartment available now - 18555 Burbank Blvd,Tarzana,1465.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/tarzana-studio-apartment-available-now/7868274647.html,2025-08-09,studio,['unknown']
1615,Studio apartment available now - 18555 Burbank Blvd,Tarzana,1465.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/tarzana-studio-apartment-available-now/7868006616.html,2025-08-09,studio,['unknown']
1616,Studio apartment available now - 18555 Burbank Blvd,Tarzana,1465.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/tarzana-studio-apartment-available-now/7867356940.html,2025-08-09,studio,['unknown']
1617,Private studio in north La Verne,san gabriel valley,1000.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sgv/apa/d/san-dimas-private-studio-in-north-la/7872400369.html,2025-08-09,studio,['unknown']
1618,"Beautifully Renovated, Spacious, Studio, Responsive Maintenance",Studio City,1596.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/valley-village-beautifully-renovated/7872398654.html,2025-08-09,studio,['spacious']
1619,"Designer Floor Plans, Studio, In Los Angeles","1026 S Broadway, Los Angeles, CA",2259.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-designer-floor-plans-studio/7872398634.html,2025-08-09,studio,['unknown']
1620,"Beautiful, fully-furnished, studio floor-plan available!",Studio City,1596.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/valley-village-beautiful-fully/7872398597.html,2025-08-09,studio,['furnished']
1621,*Spacious Studio with Balcony*Special $1500 Off Move In Cost*,Torrance,1995.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/torrance-spacious-studio-with/7872397722.html,2025-08-09,studio,['spacious']
1622,$1000 Off | EV Charging Stations | Modern STUDIO in Studio City,Studio City / Close to Universal City,1750.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/north-hollywood-1000-off-ev-charging/7869222366.html,2025-08-09,studio,['unknown']
1623,STUDIO in Sherman Oaks + Ceiling Fans + Fitness Center + Must See!,South of Ventura Boulevard,1950.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/sherman-oaks-studio-in-sherman-oaks/7872386408.html,2025-08-09,studio,['unknown']
1624,A home to adore. Our Studio is a must-see.,Hollywood - Larchmont Village,1720.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-home-to-adore-our-studio-is/7871840233.html,2025-08-09,studio,['unknown']
1625,Koreatown Adjacent Studio with  Refrigerator + Vinyl Plank Flooring,Westlake / Koreatown ADJ,1350.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-koreatown-adjacent-studio/7871451738.html,2025-08-09,studio,['unknown']
1626,"Pet-Friendly, Pool, SS Appliances | Studio In Santa Monica",Santa Monica,2100.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/santa-monica-pet-friendly-pool-ss/7870027044.html,2025-08-09,studio,['unknown']
1627,Studio in Van Nuys* Plank Flooring* A/C* Refrigerator* Swimming Pool*,Van Nuys,1625.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/van-nuys-studio-in-van-nuys-plank/7867961391.html,2025-08-09,studio,['unknown']
1628,Studio in Westlake | Air Conditioning | Refrigerator | Pet-Friendly,Westlake / Near USC,1323.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-westlake-air/7871451744.html,2025-08-09,studio,['unknown']
1629,Studio in Westwood Village + Right Next to UCLA,West Los Angeles,2295.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/los-angeles-studio-in-westwood-village/7871176589.html,2025-08-09,studio,['unknown']
1630,Westwood Studio 1BA apartment in great location and laminate flooring,Westwood 90024,2445.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/los-angeles-westwood-studio-1ba/7871307326.html,2025-08-09,studio,['unknown']
1631,SS Appliances | Pet Friendly | Remodeled | 1 Bedroom in Studio City,Studio City,2295.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/studio-city-ss-appliances-pet-friendly/7866301738.html,2025-08-09,studio,['unknown']
1632,You'll love our Studio! Full size washer and dryer included,Long Beach,2198.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/long-beach-youll-love-our-studio-full/7872383453.html,2025-08-09,studio,['unknown']
1633,Wood Inspired Floors + Full Kitchen + Studio in West Los Angeles,West Los Angeles,1595.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/los-angeles-wood-inspired-floors-full/7867036472.html,2025-08-09,studio,['unknown']
1634,Furnished Co-Living Primary Studio in Westwood ^ Central A/C,Westwood / Near UCLA,1859.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/los-angeles-furnished-co-living-primary/7868108727.html,2025-08-09,studio,['furnished']
1635,Spacious & Gorgeous Studio 1 Bath Loft W/ Skyline View - 926,Los Angeles,1900.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-gorgeous-studio/7867687748.html,2025-08-09,studio,['spacious']
1636,Wood Floors |  A/C | SS Appliances | Charming Studio in Brentwood,Brentwood/Los Angeles,2395.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/wst/apa/d/los-angeles-wood-floors-c-ss-appliances/7872386337.html,2025-08-09,studio,['unknown']
1637,Amazing & Spacious Studio 1 Bath w/ An Amazing View - 1105,Los Angeles,2000.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-amazing-spacious-studio/7867687957.html,2025-08-09,studio,['spacious']
1638,FURNISHED STUDIO (mrkt $1865-$181 discount=$1684 for 12 months),Sherman Oaks - 5332 Sepulveda Blvd,1684.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/van-nuys-furnished-studio-mrkt/7872386006.html,2025-08-09,studio,['furnished']
1639,Studio in DTLA- SS Appliances- Outdoor Resident Lounge- 4 Weeks Free!,DTLA / South Park,2095.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-dtla-ss/7872385867.html,2025-08-09,studio,['unknown']
1640,Studio in K-Town/Near DTLA * SS Appliances *Balcony *Brand New *A/C,Close to DTLA + Koreatown,1745.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-town-near-dtla-ss/7872385823.html,2025-08-09,studio,['unknown']
1641,Charming Bright Large Newly remodel Studio.,Harbor City,1000.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/harbor-city-charming-bright-large-newly/7871290957.html,2025-08-09,studio,['bright']
1642,In the heart of the action! Studio. Don't miss out!,Woodland Hills,2208.0,,,appartement,,,,[],craigslist_losangeles,https://losangeles.craigslist.org/sfv/apa/d/woodland-hills-in-the-heart-of-the/7872382854.html,2025-08-09,studio,['unknown']
