id,title,address,price,surface,rooms,property_type,latitude,longitude,description,features,source,url,scraped_at,property_type_extracted,qualitative_features
1937,"$300 OFF FIRST MONTH'S RENT! Impressive Studio, 1 Bath, For: 9/1/2025",Ravenswood,1395.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/nch/apa/d/chicago-300-off-first-months-rent/7872135550.html,2025-08-09,studio,['unknown']
1938,"$300 OFF FIRST MONTHS RENT! Unreal Studio, 1 Bath in Wrigleyville",Wrigleyville,1595.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872129221.html,2025-08-09,studio,['unknown']
1939,"$300 OFF FIRST MONTHS RENT! Unreal Studio, 1 Bath in Wrigleyville",Wrigleyville,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872128639.html,2025-08-09,studio,['unknown']
1940,"$300 OFF FIRST MONTHS RENT! Amazing Studio, 1 Bath in Wrigleyville",Wrigleyville,1395.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872127881.html,2025-08-09,studio,['unknown']
1941,"$300 OFF FIRST MONTHS RENT! Glorious Studio, 1 Bath in Wrigleyville",Wrigleyville,1375.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872126499.html,2025-08-09,studio,['unknown']
1942,"$300 OFF FIRST MONTHS RENT! Attractive Studio, 1 Bath in Gold Coast",Gold Coast,1495.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872125319.html,2025-08-09,studio,['unknown']
1943,"$300 OFF FIRST MONTHS RENT! Appealing Studio, 1 Bath in Gold Coast",Gold Coast,1495.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872124279.html,2025-08-09,studio,['unknown']
1944,"$300 OFF FIRST MONTHS RENT! Glorious Studio, 1 Bath in Gold Coast",Gold Coast,1495.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872123711.html,2025-08-09,studio,['unknown']
1945,"$300 OFF FIRST MONTHS RENT! Glorious Studio, 1 Bath in Gold Coast",Gold Coast,1450.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872123124.html,2025-08-09,studio,['unknown']
1946,"$300 OFF FIRST MONTHS RENT! Eclectic Studio, 1 Bath in Lincoln Park",Lincoln Park,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872122118.html,2025-08-09,studio,['unknown']
1947,"$300 OFF FIRST MONTHS RENT! Astounding Studio, 1 Bath in Lincoln Park",Lincoln Park,1350.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872120691.html,2025-08-09,studio,['unknown']
1948,"$300 OFF FIRST MONTHS RENT! Unforgettable Studio, 1 Bath in Ravenswood",Ravenswood,1295.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872118610.html,2025-08-09,studio,['unknown']
1949,"$300 Off  Large Studio, Lincoln Park Pets OK",Lincoln Park,1450.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-large-studio-lincoln/7872116141.html,2025-08-09,studio,['unknown']
1950,"$300 OFF FIRST MONTHS RENT! Impressive Studio, 1 Bath in Lakeview",Lakeview,1295.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872107674.html,2025-08-09,studio,['unknown']
1951,"$300 OFF FIRST MONTHS RENT! Vast Studio, 1 Bath in Lakeview",Lakeview,1295.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent-vast/7872106057.html,2025-08-09,studio,['unknown']
1952,"$300 OFF FIRST MONTHS RENT! Phenomenal Studio, 1 Bath in Ravenswood",Ravenswood,1225.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872105356.html,2025-08-09,studio,['unknown']
1953,"4521 N Malden in Sheridan Park-Studio w/Free Heat,HDWD,Laundry",Sheridan Park,1045.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-4521-malden-in-sheridan-park/7872104092.html,2025-08-09,studio,['laundry']
1954,Unique studio apartment in downtown Kenilworth,Kenilworth,1250.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/nch/apa/d/kenilworth-unique-studio-apartment-in/7872096879.html,2025-08-09,studio,['unknown']
1955,"520 W. Surf in Lakeview - Studio w/ FREE Heat,HDWD,DW,Closet Space",Lakeview,1395.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-520-surf-in-lakeview-studio/7872092376.html,2025-08-09,studio,['unknown']
1956,"520 W. Stratford in Lakeview:Studio w/ Heat, Cook Gas, Carpet, Laundry",Lakeview,1185.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-520-stratford-in-lakeviewstudio/7872092089.html,2025-08-09,studio,['laundry']
1957,"517 W. Brompton in Lakeview: Studio- Free Heat/Cook gas, HDWD,Laundry",Lakeview,1205.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-517-brompton-in-lakeview-studio/7872090966.html,2025-08-09,studio,['laundry']
1958,"$300 OFF FIRST MONTH'S RENT! Phenomenal Studio, 1 Bath in Ravenswood",Ravenswood,1225.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7872089840.html,2025-08-09,studio,['unknown']
1959,Lakeview Studio Condo for Rent,CHICAGO,1100.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-studio-condo-for-rent/7872077643.html,2025-08-09,studio,['unknown']
1960,"$400 OFF FIRST MONTH RENT! Studio, 1 Bath in Ravenswood, 08/15/2025",Ravenswood,1350.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-400-off-first-month-rent-studio/7872067506.html,2025-08-09,studio,['unknown']
1961,Beautiful Studio - Apartments @7425 S South Shore - Available Now,South Shore Neighborhood,1000.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-studio-apartments/7872066278.html,2025-08-09,studio,['unknown']
1962,Cozy Studio Apartment available now,Brighton Park,1148.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/sox/apa/d/chicago-cozy-studio-apartment-available/7872059105.html,2025-08-09,studio,['unknown']
1963,"$400 OFF FIRST MONTH RENT! Studio, 1 Bath in Lakeview, 10/1/2025",Lakeview,1295.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-400-off-first-month-rent-studio/7872058621.html,2025-08-09,studio,['unknown']
1964,"$400 OFF FIRST MONTH RENT-Studio, 1 Bath in Lakeview, 9/1/2025",Lakeview,1295.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-400-off-first-month-rent-studio/7872058567.html,2025-08-09,studio,['unknown']
1965,"$400 OFF FIRST MONTH RENT-Studio, 1 Bath in Lakeview,10/1/2025",Lakeview,1250.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-400-off-first-month-rent-studio/7872055291.html,2025-08-09,studio,['unknown']
1966,"$400 OFF FIRST MONTH RENT! Studio, 1 Bath in Ravenswood,9/1/2025",Ravenswood,1225.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-400-off-first-month-rent-studio/7872053390.html,2025-08-09,studio,['unknown']
1967,Beautiful Newly Renovated Studio  Apartments  (Chicago-Albany Park),712 W Diversey Pkwy,1210.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-newly-renovated/7872052174.html,2025-08-09,studio,['unknown']
1968,"Engaging Studio, 1 Bath in Lincoln Park, $300 Off First Months Rent!",Lincoln Park,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-engaging-studio-bath-in-lincoln/7872020964.html,2025-08-09,studio,['unknown']
1969,"Inviting Studio, 1 Bath in Logan Square, $300 Off First Months Rent!",Logan Square,1475.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-inviting-studio-bath-in-logan/7872020754.html,2025-08-09,studio,['unknown']
1970,"Unreal Studio, 1 Bath in Lakeview, $300 Off First Months Rent!",Lakeview,1395.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-unreal-studio-bath-in-lakeview/7872020607.html,2025-08-09,studio,['unknown']
1971,"Inestimable Studio, 1 Bath in Lakeview, $300 Off First Months Rent!",Lakeview,1395.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-inestimable-studio-bath-in/7872020533.html,2025-08-09,studio,['unknown']
1972,"Incredible Studio, Lakeview, $300 Off First Months Rent!",Lakeview,1295.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-incredible-studio-lakeview-300/7872020321.html,2025-08-09,studio,['unknown']
1973,Spacious Studio in River North with In unit laundry and Balcony!,River North,2121.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-studio-in-river-north/7871978375.html,2025-08-09,studio,"['spacious', 'laundry']"
1974,Amazing Studio In the South Loop with  In-Unit Laundry!,South Loop,1995.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-studio-in-the-south/7871963463.html,2025-08-09,studio,['laundry']
1975,"Gold Coast Studio - Dishwasher, Pool, Doorman, steps from the Lake!",Gold Coast,1800.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-gold-coast-studio-dishwasher/7871923832.html,2025-08-09,studio,['unknown']
1976,"Luxury Studio in River North, Gym, Doorman, W/D, Pool!",River North,2377.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-luxury-studio-in-river-north/7871920361.html,2025-08-09,studio,['unknown']
1977,Studio on Lincoln park N clark crossing,Chicago,1395.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-studio-on-lincoln-park-clark/7871908215.html,2025-08-09,studio,['unknown']
1978,"$200 off 1st month look & lease Studio, 1 Bath in Logan Square",Logan Square,1425.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-200-off-1st-month-look-lease/7871905513.html,2025-08-09,studio,['unknown']
1979,"$200 off 1st month Look & Lease offer Studio, 1 Bath in Lincoln Park",Lincoln Park,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-200-off-1st-month-look-lease/7871889994.html,2025-08-09,studio,['unknown']
1980,"300$ OFF FIRST MONTH! Studio, 1 Bath in Gold Coast, Available: Now",Gold Coast,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-month-studio-bath/7871879253.html,2025-08-09,studio,['unknown']
1981,"300$ OFF FIRST MONTH! Studio, 1 Bath in Lakeview, Available: Now",Lakeview,1350.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-month-studio-bath/7871878300.html,2025-08-09,studio,['unknown']
1982,"300$ OFF FIRST MONTH! Studio,1 Bath in Ravenswood, Available: 9/1/2025",Ravenswood,1295.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-month-studio1/7871877535.html,2025-08-09,studio,['unknown']
1983,Updated Studio - Perfect Medical District Location,Medical District,1925.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-updated-studio-perfect-medical/7871873340.html,2025-08-09,studio,['unknown']
1984,Modern Studio - In unit Laundry - Logan Square,Logan Square,2275.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-modern-studio-in-unit-laundry/7871871677.html,2025-08-09,studio,['laundry']
1985,"$300 OFF FIRST MONTH'S RENT! Prominent Studio, 1 Bath in Gold Coast",Gold Coast,1395.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7871869294.html,2025-08-09,studio,['unknown']
1986,"$300 OFF FIRST MONTH'S RENT! Glittering Studio, 1 Bath in Gold Coast",Gold Coast,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7871867539.html,2025-08-09,studio,['unknown']
1987,"$300 OFF FIRST MONTH'S RENT! Eclectic Studio, 1 Bath in Lincoln Park",Lincoln Park,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7871866812.html,2025-08-09,studio,['unknown']
1988,"Near Lincoln Park Studio Move-in Special In-unit W/D, Dishwasher, A/C",Lincoln Park,1390.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-near-lincoln-park-studio-move/7871858248.html,2025-08-09,studio,['unknown']
1989,"Gold Coast Studio Move-in Special In-unit W/D, Dishwasher, A/C, Gym",Gold Coast,1390.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-gold-coast-studio-move-in/7871857727.html,2025-08-09,studio,['unknown']
1990,"Near Northside Studio Move-in Special In-unit W/D, Dishwasher, A/C",Near Northside,1390.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-near-northside-studio-move-in/7871857545.html,2025-08-09,studio,['unknown']
1991,"Old Town Studio Move-in Special In-unit W/D, Dishwasher, A/C, Gym",Old Town,1390.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-old-town-studio-move-in-special/7871857179.html,2025-08-09,studio,['unknown']
1992,"Near Loyola Studio Move-in Special In-unit W/D, Dishwasher, A/C, Gym",Loyola,1390.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-near-loyola-studio-move-in/7871856735.html,2025-08-09,studio,['unknown']
1993,"Downtown Studio Move-in Special In-unit W/D, Dishwasher, A/C, Gym",Downtown,1390.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-downtown-studio-move-in-special/7871855300.html,2025-08-09,studio,['unknown']
1994,"Streeterville Studio Move-in Special In-unit W/D, Dishwasher, A/C, Gym",Streeterville,1390.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-streeterville-studio-move-in/7871855560.html,2025-08-09,studio,['unknown']
1995,"$300 OFF FIRST MONTH'S RENT! Quality Studio, 1 Bath in Lakeview",Lakeview,1695.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7871842610.html,2025-08-09,studio,['unknown']
1996,"$300 OFF FIRST MONTH'S RENT! Awesome Studio, 1 Bath in Ravenswood",Ravenswood,1395.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7871840739.html,2025-08-09,studio,['unknown']
1997,"$300 OFF FIRST MONTH'S Rent! Striking Studio, 1 Bath in Lakeview",Lakeview,1325.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-months-rent/7871839809.html,2025-08-09,studio,['unknown']
1998,"Uptown Studio, 2nd & 3rd mo free, Lake and Skyline views",Lakeview,1170.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-uptown-studio-2nd-3rd-mo-free/7871829155.html,2025-08-09,studio,['unknown']
1999,Amazing studio with washer/dryer and private balcony,Fulton Market/West Loop,1955.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-studio-with-washer/7871774498.html,2025-08-09,studio,['unknown']
2000,Beautiful Studio in South Loop-pet friendly with huge gym,South Loop,1825.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-studio-in-south-loop/7871773430.html,2025-08-09,studio,['unknown']
2001,"Peaceful  Studio, 1 Bath in Logan Square, $300 Off First Months Rent!",Logan Square,1750.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-peaceful-studio-bath-in-logan/7871744139.html,2025-08-09,studio,['unknown']
2002,1 BEDROOM APT. (studio size),"East Chicago, Indiana",795.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/nwi/apa/d/east-chicago-bedroom-apt-studio-size/7871731748.html,2025-08-09,studio,['unknown']
2003,$900 / 1br - Cozy One Bedroom Studio in Chicago,Pilsen Neighborhood,900.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-900-1br-cozy-one-bedroom-studio/7871699493.html,2025-08-09,studio,['unknown']
2004,Bedroom and Balcony in this Amazing Studio,city of chicago,2255.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-bedroom-and-balcony-in-this/7871676488.html,2025-08-09,studio,['unknown']
2005,"300$ OFF FIRST MONTH Studio, 1 Bath in Ravenswood, Available: 9/1/2025",Ravenswood,1250.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-first-month-studio-bath/7871641407.html,2025-08-09,studio,['unknown']
2006,Incredible Uptown Studio! Full Amenities!,Uptown,1950.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-incredible-uptown-studio-full/7871606259.html,2025-08-09,studio,['unknown']
2007,"🌳 Cozy Forest Park Studio | $1,075 | Water & Trash INCLUDED! 🧺🐾",Forest Park,1075.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/wcl/apa/d/forest-park-cozy-forest-park-studio/7871604612.html,2025-08-09,studio,['unknown']
2008,Amazing Value - Sunny Studio in South Loop w/Laundry in Unit,South Loop,1914.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-value-sunny-studio-in/7871604534.html,2025-08-09,studio,['laundry']
2009,Sunny Studio in Old Town on Iconic Wells Street - W/D in Unit!,Old Town,2219.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-studio-in-old-town-on/7871602661.html,2025-08-09,studio,['unknown']
2010,"Unforgettable Studio, 1 Bath in Lincoln Park: $300 OFF First Month**",Lincoln Park,1825.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-unforgettable-studio-bath-in/7871514516.html,2025-08-09,studio,['unknown']
2011,"Dynamite Studio, 1 Bath in Lakeview: $300 OFF First Month's Rent**",Lakeview,1750.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-dynamite-studio-bath-in/7871513728.html,2025-08-09,studio,['unknown']
2012,"Dynamite Studio, 1 Bath in Logan Square:$300 OFF First Month's Rent**",Logan Square,1690.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-dynamite-studio-bath-in-logan/7871512137.html,2025-08-09,studio,['unknown']
2013,"Plush Studio, 1 Bath in Lakeview: $300 OFF First Month's Rent**",Lakeview,1675.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-plush-studio-bath-in-lakeview/7871511784.html,2025-08-09,studio,['unknown']
2014,"Magnificent Studio, 1 Bath in Highland Park: $300 OFF First Month**",Highland Park,1650.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/highland-park-magnificent-studio-bath/7871511447.html,2025-08-09,studio,['unknown']
2015,"Groovy Studio, 1 Bath in Ravenswood: $300 OFF First Month's Rent**",Ravenswood,1625.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-groovy-studio-bath-in/7871510989.html,2025-08-09,studio,['unknown']
2016,"Appealing Studio, 1 Bath in Lakeview: $300 OFF First Month's Rent**",Lakeview,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-appealing-studio-bath-in/7871510631.html,2025-08-09,studio,['unknown']
2017,"Glorious Studio, 1 Bath in Gold Coast: $300 OFF First Month's Rent!!",Gold Coast,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-glorious-studio-bath-in-gold/7871510254.html,2025-08-09,studio,['unknown']
2018,"Eclectic  Studio, 1 Bath in Lincoln Park: $300 OFF First Month's Rent!",Lincoln Park,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-eclectic-studio-bath-in-lincoln/7871510020.html,2025-08-09,studio,['unknown']
2019,"Inviting Studio, 1 Bath in Logan Square:  $300 OFF First Month!!",Logan Square,1525.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-inviting-studio-bath-in-logan/7871509806.html,2025-08-09,studio,['unknown']
2020,"Captivating Studio, Wrigleyville, $300 Off First Month Rent!",Wrigleyville,1495.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-captivating-studio-wrigleyville/7871485705.html,2025-08-09,studio,['unknown']
2021,"Radical Studio, 1 Bath in Lakeview, $300 Off First Month Rent!",Lakeview,1450.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-radical-studio-bath-in-lakeview/7871485491.html,2025-08-09,studio,['unknown']
2022,"Matchless Studio, Lincoln Park, $300 Off First Months Rent!",Lincoln Park,1425.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-matchless-studio-lincoln-park/7871485459.html,2025-08-09,studio,['unknown']
2023,"Amazing Studio, Gold Coast, $300 Off First Months Rent! 9/1",Gold Coast,1395.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-studio-gold-coast-300/7871485115.html,2025-08-09,studio,['unknown']
2024,"Unforgettable Studio,  Ravenswood, $300 Off First Months Rent! 9/1",Ravenswood,1350.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-unforgettable-studio-ravenswood/7871484933.html,2025-08-09,studio,['unknown']
2025,"Big Studio, 1 Bath in Ravenswood, $300 Off 1st Months Rent!",Ravenswood,1350.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-big-studio-bath-in-ravenswood/7871484496.html,2025-08-09,studio,['unknown']
2026,"Impressive Studio, 1 Bath in Lakeview, $300 Off 1st Months Rent!",Lakeview,1350.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-impressive-studio-bath-in/7871484227.html,2025-08-09,studio,['unknown']
2027,"Outstanding Studio,  Lakeview, $300 Off 1st Months Rent! 9/1",Lakeview,1295.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-outstanding-studio-lakeview-300/7871483984.html,2025-08-09,studio,['unknown']
2028,"Awesome Studio, Lakeview, $300 Off 1st Months Rent!  9/1/2025",Lakeview,1295.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-awesome-studio-lakeview-300-off/7871483693.html,2025-08-09,studio,['unknown']
2029,🔥Bright & Modern Studio in Bronzeville|$975|Heat & Water Included! 🔥,Bronzeville,975.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/sox/apa/d/chicago-bright-modern-studio-in/7871478450.html,2025-08-09,studio,['bright']
2030,"$300 OFF 1ST MO Appealing Studio, 1 Bath in Lincoln Park",Lincoln Park,1650.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-1st-mo-appealing-studio/7871441310.html,2025-08-09,studio,['unknown']
2031,"$300 OFF 1ST MO Excellent Studio, 1 Bath in Ravenswood",Ravenswood,1595.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-1st-mo-excellent-studio/7871441145.html,2025-08-09,studio,['unknown']
2032,"$300 OFF 1ST MO Unreal Studio, 1 Bath in Wrigleyville",Wrigleyville,1595.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-1st-mo-unreal-studio/7871440995.html,2025-08-09,studio,['unknown']
2033,"$300 OFF 1ST MO Remarkable Studio, 1 Bath in Ravenswood",Ravenswood,1595.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-1st-mo-remarkable/7871440848.html,2025-08-09,studio,['unknown']
2034,"$300 OFF 1ST MO Large Studio, 1 Bath in Lakeview",Lakeview,1585.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-1st-mo-large-studio/7871440726.html,2025-08-09,studio,['unknown']
2035,"$300 OFF 1ST MO Attractive Studio, 1 Bath in Gold Coast",Gold Coast,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-1st-mo-attractive/7871440614.html,2025-08-09,studio,['unknown']
2036,"$300 OFF 1ST MO Appealing Studio, 1 Bath in Lakeview",Lakeview,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-1st-mo-appealing-studio/7871440474.html,2025-08-09,studio,['unknown']
2037,"$300 OFF 1ST MO Unreal Studio, 1 Bath in Wrigleyville",Wrigleyville,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-1st-mo-unreal-studio/7871440320.html,2025-08-09,studio,['unknown']
2038,"$300 OFF 1ST MO Engaging Studio, 1 Bath in Lincoln Park",Lincoln Park,1550.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-1st-mo-engaging-studio/7871440169.html,2025-08-09,studio,['unknown']
2039,"$300 OFF 1ST MO Magnificent Studio, 1 Bath in Wrigleyville",Wrigleyville,1495.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-1st-mo-magnificent/7871440033.html,2025-08-09,studio,['unknown']
2040,"Astounding Studio, 1 Bath in Lakeview, Available: 9/1/2025",Lakeview,1475.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-astounding-studio-bath-in/7871439849.html,2025-08-09,studio,['unknown']
2041,"$300 OFF 1ST MO Remarkable Studio, 1 Bath in Wrigleyville",Wrigleyville,1475.0,,,appartement,,,,[],craigslist_chicago,https://chicago.craigslist.org/chc/apa/d/chicago-300-off-1st-mo-remarkable/7871439706.html,2025-08-09,studio,['unknown']
